,text,airline_sentiment,clean_text,processed_text
142,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,neutral, can you fin us a flt out of lax that is sooner than minight on monay that woul be great customer service ,finusfltlaxsoonerminightmonaywoulgreatcustomerservice
143,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,negative, please provie status for flight 769  i cant imagine its on time as the web inicates  ue to weather here anor allas,pleaseproviestatusflight769cantimaginetimewebinicatesueweatheranorallas
144,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,positive, you have amazing staff amp super helpful as i just ran the   they have spoile me with comfort,amazingstaffampsuperhelpfulranspoilecomfort
145,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",negative, i pai the premium to fly you across the country you cancelle flight my flight an offer no check fee or upgrae love sa face ,paipremiumflyacrosscountrycancelleflightflightoffercheckfeeupgraelovesaface
146,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative, question is it not possible to book a seat for an infant uner 2 its not giving me the option but we want a seat for him,questionpossiblebookseatinfantuner2givingoptionwantseat
147,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,positive,always have it together youre welcome rt   youre so welcome,alwaystogetheryourewelcomertyourewelcome
148,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,positive,  home to    in  back to   httptcovx9vbctlf,homebackhttptcovx9vbctlf
149,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,negative, i ont unerstan why you nee a m to give me an answer on if you have a amage luggage policy,ontunerstanneegiveansweramageluggagepolicy
150,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,negative, oes that mean you ont have a policy for estroye luggage,oesmeanontpolicyestroyeluggage
151,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral, is there special assistance if i travel alone w2 kis an 1 infant priority boaring,specialassistancetravelalonew2kis1infantpriorityboaring
152,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),positive, thank you for checking in tickets are purchase an customer is happy ,thankcheckingticketspurchasecustomerhappy
153,@VirginAmerica is your website ever coming back online?,neutral, is your website ever coming back online,websiteevercomingbackonline
154,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",neutral,   is flight 713 from love fiel to sfo efinitely cancelle flightle for monay february 23,flight713lovefielsfoefinitelycancelleflightlemonayfebruary23
155,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,neutral, is flight 0769 out of lga to fw on time,flight0769lgafwtime
156,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,neutral, my rivers license is expire by a little over a month can i fly friay morning using my expire license,riverslicenseexpirelittlemonthflyfriaymorningusingexpirelicense
157,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,negative, having problems flight booking problems on the web site keeps giving me an error an to contact by phone  phone is 30 minute wait,problemsflightbookingproblemswebsitekeepsgivingerrorcontactphonephone30minutewait
158,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,negative, how o i rescheule my cancelle flightle flights online the change button is greye out,rescheulecancelleflightleflightsonlinechangebuttongreye
159,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",negative, i rang but there is a wait for 35 minutes i can book the same ticket through a venor fix your site,rangwait35minutesbookticketvenorfixsite
160,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",negative, got a flight we were tol for 450 toaychecke my email an its for 450 tomorrow this is unacceptable,gotflighttol450toaycheckeemail450tomorrowunacceptable
161,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",negative, our flight into lga was cancelle flighte were stuck in allas i calle to rescheule tol i coul get a flight for toay12,flightlgacancelleflightestuckallascallerescheuletolcoulgetflighttoay12
162,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,negative, why ont any of the pairings inclue re wine only white is offere  ,ontpairingsincluewinewhiteoffere
163,@VirginAmerica is the website down?,negative, is the website own,website
164,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,negative,  your site seems a little wonke right now may want to have a look trie on two browsers no css httptco8qsqmm7kf2,siteseemslittlewonkerightmaywantlooktrietwobrowserscsshttptco8qsqmm7kf2
165,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,negative, im isappointe that the agent at the esignate silver status check in line  close to assist all pasengers,imisappointeagentesignatesilverstatuschecklinecloseassistpasengers
166,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,neutral, plans to inclue austin to its allas route  topnews arab  httptcoaqzwecokk2,plansinclueaustinallasroutetopnewsarabhttptcoaqzwecokk2
167,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,negative, is it normal to receive no reply from central baggage  ,normalreceivereplycentralbaggage
168,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,negative, at logan airport an waiting to checkin for my 9am flight checkin esk not open  why,loganairportwaitingcheckin9amflightcheckineskopen
169,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,neutral, to jump into the allasaustin market   httptcoewwgi97gx,jumpallasaustinmarkethttptcoewwgi97gx
170,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",neutral, beats eps views takes on  va luv  investors business aily httptcoflwmgahxu,beatsepsviewstakesvaluvinvestorsbusinessailyhttptcoflwmgahxu
171,@VirginAmerica Lister to my show my on Monday 1230 130,neutral, lister to my show my on monay 1230 130,listershowmonay1230130
172,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,neutral, to begin allasaustin  in april  889 ketr httptcossuvwwkyhh,beginallasaustinapril889ketrhttptcossuvwwkyhh
173,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",negative, congrats you just got all my business from ewr to sfolax fuck you  fl1289 sfoewr was the clincher,congratsgotbusinessewrsfolaxfuckfl1289sfoewrclincher
174,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,negative,  i applie over 2 weeks ago havent hear back an im flying this week ,applie2weeksagohaventhearbackimflyingweek
175,@VirginAmerica I'd love to know what your policy is for damaged luggage.,neutral, i love to know what your policy is for amage luggage,loveknowpolicyamageluggage
176,@VirginAmerica Thank you for the follow,positive, thank you for the follow,thankfollow
177,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,negative,  too many apologies you r the worse airlines ont even respon to your cutomers,manyapologiesrworseairlinesontevenresponcutomers
178,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,negative, shame on va for making people spen money in strane cities when other airlines are laning at jfk who will reimburse me,shamevamakingpeoplespenmoneystranecitiesairlineslaningjfkreimburse
179,@VirginAmerica @TTINAC11 I DM you,neutral,  i m you,
180,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,neutral, can you please have flights in  sjc  i have no choice but to fly southwest to vegas ,pleaseflightssjcchoiceflysouthwestvegas
181,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,negative, too ba you say it takes 10 to 14 ays via your confirmation email when i inquire after 3 weeks you claim 6 to 8 weeks,basaytakes1014aysviaconfirmationemailinquire3weeksclaim68weeks
182,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,negative, flight from bos gt las tomorrow was cancelle flightle no notification wait times are 1 hour will you rebook on another airline,flightbosgtlastomorrowcancelleflightlenotificationwaittimes1hourrebookanotherairline
183,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,positive, rt  youve met your match got status on another airline upgrae restr httptcorhkamx9vf5 httptcopyalebgkjt,rtyouvemetmatchgotstatusanotherairlineupgraerestrhttptcorhkamx9vf5httptcopyalebgkjt
184,@VirginAmerica Only way to fly! #Elevate #Gold,positive, only way to fly  ,wayfly
185,@VirginAmerica If only you guys had flights from CMH.,neutral, if only you guys ha flights from cmh,guyshaflightscmh
186,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",negative, a lot of apologies being thrown out to customers from what i can seevery sa thanks for nothing worst airline ever,lotapologiesthrowncustomersseeverysathanksnothingworstairlineever
